ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Duration_sec,Year,Month,Hour,DayOfWeek
A-5814969,Source1,2,2021-08-12 09:48:55,2021-08-12 11:26:59,42.083838,-88.342345,0.444,Incident on I-90 WB near TYRRELL RD Right lane blocked. Expect delays.,I-90 W,Elgin,Kane,IL,60124,US,US/Central,KDPA,2021-08-12 08:52:00,75.0,76.0,29.13,10.0,SW,5.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,5884.0,2021,8,9,Thursday
A-2171330,Source2,2,2019-04-16 16:31:48,2019-04-16 19:45:34,29.679405,-95.459457,0.0,Accident on Loop Fwy at Braeswood Blvd.,S Post Oak Rd,Houston,Harris,TX,77096,US,US/Central,KMCJ,2019-04-16 16:53:00,77.0,60.0,29.94,10.0,SSE,14.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,11626.0,2019,4,16,Tuesday
A-7264046,Source1,2,2020-02-14 19:06:30,2020-02-14 20:03:39,33.94976,-118.09183,0.0,At Telegraph Rd - Accident.,San Gabriel River Fwy N,Santa Fe Springs,Los Angeles,CA,90670,US,US/Pacific,KFUL,2020-02-14 18:53:00,59.0,62.0,29.97,10.0,W,6.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,3429.0,2020,2,19,Friday
A-3149776,Source2,3,2017-12-25 06:17:35,2017-12-25 06:47:03,33.461617,-112.107986,0.0,HOV lane blocked due to accident on I-10 Eastbound near Exits 142 143A 143A-B 143B 143C I-17 Black Canyon Fwy.,Pearl Harbor Memorial Highway,Phoenix,Maricopa,AZ,85009,US,US/Mountain,KPHX,2017-12-25 05:51:00,45.0,53.0,30.08,10.0,East,9.2,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,1768.0,2017,12,6,Monday
A-6461615,Source1,2,2021-02-01 02:37:11,2021-02-01 03:55:16,39.363592,-77.520261,1.423,Incident on US-340 WB near LANDER RD Drive with caution.,US-340 W,Jefferson,Frederick,MD,21755,US,US/Eastern,KFDK,2021-02-01 02:35:00,28.0,93.0,29.57,5.0,N,12.0,Wintry Mix,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,4685.0,2021,2,2,Monday
A-2710636,Source2,3,2018-07-18 10:44:44,2018-07-18 11:14:10,30.618944,-86.963264,4.579999923706055,Left hand shoulder blocked due to accident on I-10 Eastbound between Exit 28 County Hwy-89 Ward Basin Rd and Exit 31 FL-87.,FL-8 W,Milton,Santa Rosa,FL,32583,US,US/Central,KNFJ,2018-07-18 10:56:00,87.0,64.0,29.93,10.0,NE,3.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1766.0,2018,7,10,Wednesday
A-1599681,Source3,2,2020-01-17 15:58:35,2020-01-17 16:43:02,34.049473,-118.264168,0.0,Lane blocked and queueing traffic due to accident on CA-110 Southbound at Exits 22A 22B I-110.,CA-110 S,Los Angeles,Los Angeles,CA,90017,US,US/Pacific,KCQT,2020-01-17 15:52:00,63.0,48.0,29.99,10.0,VAR,3.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2667.0,2020,1,15,Friday
A-4757909,Source1,2,2023-01-14 18:28:00,2023-01-14 20:01:55,38.345512,-122.245112,0.277,Incident on CA-121 SB near MILES Drive with caution., Monticello Rd,Napa,Napa,CA,94558-9613,US,US/Pacific,KAPC,2023-01-14 18:03:00,51.0,86.0,29.62,4.0,W,17.0,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,5635.0,2023,1,18,Saturday
A-6662508,Source1,2,2020-10-17 06:59:00,2020-10-17 09:44:37,40.804477,-73.295384,1.1,Crash on I-495 HOV lanes eastbound west of Exit 52- Commack Road; CR 4; East Bound (Huntington) high occupancy lane closed,Long Island Expy E,Huntington Station,Suffolk,NY,11746,US,US/Eastern,KFRG,2020-10-17 06:53:00,44.0,89.0,30.1,10.0,WNW,6.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,9937.0,2020,10,6,Saturday
A-6926565,Source1,2,2020-11-24 16:11:00,2020-11-24 18:46:06,25.888477,-80.323995,0.642,Incident on FL-826 SB near NW 122ND ST Drive with caution.,Palmetto Expy S,Hialeah,Miami-Dade,FL,33016,US,US/Eastern,KOPF,2020-11-24 15:53:00,77.0,58.0,30.1,10.0,ENE,16.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9306.0,2020,11,16,Tuesday
A-7141237,Source1,1,2020-03-27 18:05:41,2020-03-27 18:50:41,32.22145,-110.976,0.0,At W Broadway Blvd - Accident., N Granada Ave,Tucson,Pima,AZ,85701,US,US/Mountain,KDMA,2020-03-27 17:58:00,53.0,31.0,27.18,10.0,N,15.0,Mostly Cloudy,False,False,True,False,False,False,True,False,True,False,False,True,False,Day,Day,Day,Day,2700.0,2020,3,18,Friday
A-730004,Source2,2,2022-01-29 10:25:36,2022-01-29 10:54:55,25.900591,-80.385323,0.0,Right lane blocked due to accident on FL-821 Florida's Tpke Northbound before Exit 35 / US-27 Okeechobee Rd / 118th Ave.,W Okeechobee Rd,Hialeah,Miami-Dade,FL,33018,US,US/Eastern,KOPF,2022-01-29 10:53:00,54.0,40.0,30.15,10.0,NW,23.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1759.0,2022,1,10,Saturday
A-3477843,Source1,2,2016-09-23 20:27:26,2016-09-24 02:27:26,42.23645,-83.35127,0.8170000000000001,At Merriman Rd/Exit 198 - Accident.,I-94 E,Romulus,Wayne,MI,48174,US,US/Eastern,KDTW,2016-09-23 20:53:00,66.9,70.0,30.13,10.0,NNE,11.5,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,21600.0,2016,9,20,Friday
A-234353,Source2,2,2017-01-06 06:00:00,2017-01-06 06:29:35,40.419807,-79.964348,0.01,Restrictions due to accident on Josephine St at Northview St.,Josephine St,Pittsburgh,Allegheny,PA,15203,US,US/Eastern,KAGC,2017-01-06 05:53:00,10.0,73.0,30.09,10.0,WNW,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,1775.0,2017,1,6,Friday
A-3588484,Source1,3,2017-02-22 11:01:10,2017-02-22 17:01:10,34.27271,-118.35762,0.467,At Wheatland Ave - Accident.,I-210,Sylmar,Los Angeles,CA,91342,US,US/Pacific,KWHP,2017-02-22 10:50:00,57.2,55.0,30.14,10.0,East,5.8,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,21600.0,2017,2,11,Wednesday
A-1384077,Source2,2,2020-07-13 08:35:21,2020-07-13 09:05:08,40.11245,-75.28511,0.0,Accident on Germantown Pike Southbound at Plymouth Rd.,W Germantown Pike,Plymouth Meeting,Montgomery,PA,19462-1322,US,US/Eastern,KLOM,2020-07-13 08:35:00,71.0,88.0,29.51,10.0,NW,7.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1787.0,2020,7,8,Monday
A-693487,Source3,2,2022-03-01 06:33:07,2022-03-01 07:23:00,40.779739,-76.415337,0.0,Lane blocked due to crash on PA-2023 both ways near Township Rd 489.,PA-2023,Mt Carmel,Northumberland,PA,17851,US,US/Eastern,KSEG,2022-03-01 06:53:00,33.0,72.0,29.67,10.0,S,8.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2993.0,2022,3,6,Tuesday
A-228031,Source2,2,2016-05-20 14:32:53,2016-05-20 15:17:53,39.632355,-84.259163,0.0,Accident on Maue Rd at Dunaway St.,Dunaway St,Miamisburg,Montgomery,OH,45342-3826,US,US/Eastern,KMGY,2016-05-20 14:53:00,66.9,52.0,30.06,10.0,ESE,9.2,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2700.0,2016,5,14,Friday
A-2668466,Source2,3,2018-08-25 13:35:21,2018-08-25 14:04:37,30.47913,-90.457039,0.0,Left lane blocked due to accident on I-12 Eastbound at Exit 40 US-51 Bus.,SW Railroad Ave,Hammond,Tangipahoa,LA,70403,US,US/Central,KHDC,2018-08-25 13:35:00,89.6,55.0,30.08,9.09037644796337,East,4.6,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1756.0,2018,8,13,Saturday
A-4091784,Source1,2,2022-02-24 06:59:00,2022-02-24 11:55:30,34.07218,-117.900738,5.266,Slow traffic on I-10 W - San Bernardino Fwy W from Citrus St (I-10) to Frazier St/Exit 32A (I-10) due to accident.,I-10 W,West Covina,Los Angeles,CA,91791,US,US/Pacific,KPOC,2022-02-24 06:47:00,30.0,80.0,29.17,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17790.0,2022,2,6,Thursday
A-2796939,Source2,3,2018-05-02 07:39:46,2018-05-02 08:09:30,42.664047,-71.194122,0.0,Left lane blocked due to multi-vehicle accident on 93 Southbound at I-495 Blue Star Memorial Hwy.,I-495 N,Andover,Essex,MA,01810,US,US/Eastern,KLWM,2018-05-02 07:54:00,66.9,40.0,29.99,10.0,SW,5.8,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1784.0,2018,5,7,Wednesday
A-5845561,Source1,2,2021-11-11 13:09:30,2021-11-11 18:33:44,25.893911,-80.32444,2.316,Slow traffic on FL-826 S from I-75/FL-924 (FL-826) to 103rd St (FL-826) due to accident.,Palmetto Expy S,Hialeah,Miami-Dade,FL,33016,US,US/Eastern,KOPF,2021-11-11 12:53:00,83.0,63.0,30.03,10.0,SE,17.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,19454.0,2021,11,13,Thursday
A-310588,Source2,2,2016-09-20 14:30:30,2016-09-20 15:14:57,47.553482,-122.279877,0.0,Accident on Rainier Ave at Brandon St.,Rainier Ave S,Seattle,King,WA,98118-2354,US,US/Pacific,KBFI,2016-09-20 14:53:00,64.9,50.0,30.1,10.0,NW,13.8,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2667.0,2016,9,14,Tuesday
A-1021364,Source2,2,2021-06-02 06:52:48,2021-06-02 07:55:06,29.59206,-95.222267,0.0,Accident on Beamer Rd at Hughes Rd.,Hughes Rd,Houston,Harris,TX,77089,US,US/Central,KEFD,2021-06-02 06:50:00,72.0,94.0,29.93,10.0,WNW,6.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,3738.0,2021,6,6,Wednesday
A-3056904,Source2,3,2018-01-10 08:37:50,2018-01-10 09:22:12,42.829651,-70.99556,0.6200000047683716,Entry ramp to I-495 Blue Star Memorial Highway Southbound from Broad St restrictions on entry ramp due to accident.,I-495 S,Merrimac,Essex,MA,01860,US,US/Eastern,KLWM,2018-01-10 08:54:00,24.1,69.0,30.5,10.0,SSW,3.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2662.0,2018,1,8,Wednesday
A-2550517,Source2,2,2018-10-29 18:16:11,2018-10-29 18:46:02,37.542202,-77.433945,0.0,Accident on 8th St at Marshall St.,E Marshall St,Richmond,Richmond City,VA,23219-1916,US,US/Eastern,KRIC,2018-10-29 17:54:00,59.0,46.0,30.02,10.0,NNW,10.4,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day,1791.0,2018,10,18,Monday
A-1864540,Source2,2,2019-10-04 06:28:13,2019-10-04 07:44:01,35.43521900000001,-97.63842,0.0,Accident on 29th St at Gilson Way.,SW 29th St,Oklahoma City,Oklahoma,OK,73179-5213,US,US/Central,KOKC,2019-10-04 06:27:00,57.0,89.0,28.83,10.0,NNE,12.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Day,4548.0,2019,10,6,Friday
A-3138277,Source2,2,2017-12-19 11:49:22,2017-12-19 12:19:08,37.560951,-77.460312,0.0,Accident on Hermitage Rd at Leigh St.,Hermitage Rd,Richmond,Richmond City,VA,23220,US,US/Eastern,KRIC,2017-12-19 11:54:00,62.1,44.0,30.01,10.0,WSW,8.1,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,1786.0,2017,12,11,Tuesday
A-17338,Source2,2,2016-11-17 15:30:35,2016-11-17 15:59:52,39.34536,-123.319206,0.01,Accident and Deer on road on US-101 Southbound at Highway 101.,N Highway 101,Willits,Mendocino,CA,95490-8726,US,US/Pacific,KUKI,2016-11-17 15:56:00,54.0,55.0,30.07,10.0,West,4.6,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,1757.0,2016,11,15,Thursday
A-3368260,Source2,3,2017-08-10 12:21:44,2017-08-10 12:50:53,39.950855,-83.016487,1.3799999952316284,Right lane blocked due to accident on I-71 Northbound between Exit 105 Greenlawn Ave and Exit 106B I-70.,South Fwy N,Columbus,Franklin,OH,43215,US,US/Eastern,KCMH,2017-08-10 12:51:00,78.1,60.0,30.12,10.0,Calm,7.685489595665097,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1749.0,2017,8,12,Thursday
A-6437382,Source1,2,2021-01-26 16:16:13,2021-01-27 02:36:25,27.841017,-82.700064,0.21,Slow traffic on County Hwy-611 - FL-694 from 78th Ave to 46th St N due to accident., 49th St N,Pinellas Park,Pinellas,FL,33781-4407,US,US/Eastern,KPIE,2021-01-26 15:53:00,74.0,85.0,29.99,10.0,SW,10.0,Cloudy,False,False,True,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,37212.0,2021,1,16,Tuesday
A-3166553,Source2,3,2017-11-03 09:53:01,2017-11-03 10:22:43,30.457382,-91.17675,0.0,Accident on I-110 Northbound at Exits 1E 1G Capitol Access Rd.,Capitol Access Rd,Baton Rouge,East Baton Rouge,LA,70802,US,US/Central,KBTR,2017-11-03 09:53:00,73.0,90.0,30.17,3.0,NE,3.5,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1782.0,2017,11,9,Friday
A-5286130,Source1,2,2021-12-30 12:30:43,2021-12-30 14:59:56,26.229312,-80.12678199999998,0.177,Stationary traffic on FL-814 - FL-811 from S Dixie Hwy E / SW 2nd St to Blanche Ely Ave due to accident.,SW 2nd St,Pompano Beach,Broward,FL,33060,US,US/Eastern,KPMP,2021-12-30 12:53:00,83.0,67.0,30.06,10.0,SE,13.0,Mostly Cloudy,False,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day,8953.0,2021,12,12,Thursday
A-7095004,Source1,1,2020-06-17 12:09:31,2020-06-17 12:24:31,38.9585,-104.79873,0.0,At CO-83 - Accident.,Voyager Pkwy,Colorado Springs,El Paso,CO,80920,US,US/Mountain,KAFF,2020-06-17 11:58:00,85.0,6.0,23.47,6.0,SSE,8.0,Haze,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,900.0,2020,6,12,Wednesday
A-3541632,Source1,2,2016-10-03 12:29:01,2016-10-03 18:29:01,36.056194,-115.172359,0.003,At Warm Springs Rd - Accident., Las Vegas Blvd S,Las Vegas,Clark,NV,89123-1007,US,US/Pacific,KLAS,2016-10-03 12:56:00,71.1,12.0,29.89,10.0,NW,10.4,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,21600.0,2016,10,12,Monday
A-6782884,Source1,2,2020-10-29 14:09:00,2020-10-29 20:14:34,37.191581,-119.723527,0.18,Incident on CA-41 SB near MECCA LN Expect delays., Highway 41,Coarsegold,Madera,CA,93614-9534,US,US/Pacific,KMAE,2020-10-29 13:53:00,76.0,20.0,29.78,10.0,VAR,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,21934.0,2020,10,14,Thursday
A-7382319,Source1,2,2019-11-15 14:39:33,2019-11-15 18:39:33,45.74372,-122.87681,0.0,At Bonneville Dr/Johnsons Landing Rd - Accident., Columbia River Hwy,Scappoose,Columbia,OR,97056-4441,US,US/Pacific,KSPB,2019-11-15 14:34:00,55.0,89.0,30.14,10.0,S,3.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14400.0,2019,11,14,Friday
A-927663,Source2,4,2021-08-23 04:17:03,2021-08-23 08:02:00,41.585648,-72.900375,3.0399999618530287,Left lane closed due to accident box truck involved on I-84 Eastbound between Exit 28 CT-322 Meriden Waterbury Tpke and Exit 30 Atwater St.,Old Mill Rd,Plantsville,Hartford,CT,06479-1434,US,US/Eastern,KMMK,2021-08-23 03:53:00,73.0,87.0,29.69,10.0,SSE,7.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,13497.0,2021,8,4,Monday
A-27479,Source2,2,2016-08-16 08:36:08,2016-08-16 09:21:08,38.77480300000001,-123.00013,0.0,Accident on Asti Rd Southbound at Airport Rd.,Airport Rd,Cloverdale,Sonoma,CA,95425,US,US/Pacific,KSTS,2016-08-16 08:53:00,53.1,93.0,29.91,3.0,Calm,7.685489595665097,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2700.0,2016,8,8,Tuesday
A-247826,Source2,3,2016-09-29 10:21:29,2016-09-29 10:49:44,38.873074,-77.044403,0.0,Right hand shoulder blocked due to accident on I-395 Northbound from Exits 8C 9 10A 10A-B US-1 to Exits 10B 10C George Washington Memorial Pkwy.,I-395 N,Arlington,Arlington,VA,22202,US,US/Eastern,KDCA,2016-09-29 10:23:00,70.0,93.0,30.14,4.0,East,19.6,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1695.0,2016,9,10,Thursday
A-5026100,Source1,2,2022-09-30 23:44:00,2022-10-01 01:51:52,40.442128,-78.43965899999998,0.298,Crash on US 22 westbound at Exit: US 22 EAST/PA 764 - HOLLIDAYSBURG/DUNCANSVILLE. There is a ramp closure.,William Penn Hwy,Duncansville,Blair,PA,16635,US,US/Eastern,KAOO,2022-09-30 23:53:00,51.0,80.0,28.52,9.0,NE,5.0,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,7672.0,2022,9,23,Friday
A-2367846,Source2,3,2019-01-29 13:11:09,2019-01-29 13:40:40,47.585464,-122.178284,2.009999990463257,2 left lane blocked due to accident on I-405 Southbound between Exit 12 8th St and Exit 11 I-90.,I-405 S,Bellevue,King,WA,98005,US,US/Pacific,KBFI,2019-01-29 12:53:00,52.0,47.0,30.11,10.0,NW,5.8,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1771.0,2019,1,13,Tuesday
A-6196113,Source1,2,2021-06-18 14:00:00,2021-06-18 16:28:01,40.525091,-74.242283,0.083,Incident on OUTERBRIDGE CROSSING WB near NEW YORK Left lane blocked.,Outerbridge Crossing Brg W,Staten Island,Richmond,NY,10309,US,US/Eastern,KLDJ,2021-06-18 13:55:00,83.0,28.0,29.95,10.0,W,8.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8881.0,2021,6,14,Friday
A-3366552,Source2,3,2017-08-09 14:17:58,2017-08-09 14:47:32,32.892586,-79.972916,0.0,Left lane blocked due to accident on I-526 Eastbound near Exit 20 Virginia Ave.,I-526 W,North Charleston,Charleston,SC,29405,US,US/Eastern,KCHS,2017-08-09 13:56:00,79.0,79.0,30.13,10.0,NNE,9.2,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1774.0,2017,8,14,Wednesday
A-601001,Source2,1,2022-06-07 11:38:07,2022-06-07 12:07:28,35.605,-97.602959,0.0,Crash on Meridian Ave at Mcauley Blvd.,N Meridian Ave,Oklahoma City,Oklahoma,OK,73142,US,US/Central,KPWA,2022-06-07 11:53:00,78.0,74.0,28.48,10.0,ESE,14.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1761.0,2022,6,11,Tuesday
A-6470444,Source1,2,2021-02-05 05:57:32,2021-02-05 07:17:28,44.059005,-93.250461,0.329,Incident on I-35 SB near US-14 Drive with caution.,I-35 S,Owatonna,Steele,MN,55060,US,US/Central,KOWA,2021-02-05 05:53:00,3.0,85.0,28.38,5.0,W,18.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,4796.0,2021,2,5,Friday
A-4233372,Source1,2,2022-11-08 14:40:00,2022-11-08 15:57:12,40.018632,-76.063865,0.032,Incident on E NEWPORT RD near S NEW HOLLAND RD Drive with caution., S New Holland Rd,Kinzers,Lancaster,PA,17535-9719,US,US/Eastern,KMQS,2022-11-08 14:35:00,57.0,33.0,29.82,10.0,N,9.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,4632.0,2022,11,14,Tuesday
A-3244471,Source2,2,2017-10-13 04:59:51,2017-10-13 06:29:08,32.412792,-93.700882,0.5699999928474426,Accident on Youree Dr Northbound between Azalea Garden Dr and Stratmore Dr.,Stratmore Dr,Shreveport,Caddo,LA,71115,US,US/Central,KBAD,2017-10-13 04:56:00,62.6,83.0,30.08,10.0,Calm,7.685489595665097,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,5357.0,2017,10,4,Friday
A-7447464,Source1,2,2019-02-14 07:39:42,2019-02-14 08:09:07,34.15815,-118.46925,0.307,At US-101/Ventura Fwy - Accident.,I-405 N,Sherman Oaks,Los Angeles,CA,91403,US,US/Pacific,KVNY,2019-02-14 07:51:00,60.1,86.0,29.76,4.0,SE,9.2,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1765.0,2019,2,7,Thursday
A-5878332,Source1,2,2021-08-13 19:18:13,2021-08-13 20:18:13,42.36414,-123.512211,0.114,A crash has occurred causing no to minimum delays. Use caution., Redwood Hwy,Wilderville,Josephine,OR,97543-9046,US,US/Pacific,KSXT,2021-08-13 18:56:00,78.0,42.0,26.23,5.0,CALM,7.685489595665097,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3600.0,2021,8,19,Friday
A-3642393,Source1,2,2017-07-10 17:05:32,2017-07-10 23:05:32,38.77931,-90.364995,0.508,At US-67/Lindbergh Blvd/Exit 25 - Accident.,I-270 E,Hazelwood,St. Louis County,MO,63042,US,US/Central,KSTL,2017-07-10 16:51:00,97.0,37.0,29.82,10.0,WSW,21.9,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,21600.0,2017,7,17,Monday
A-2433399,Source2,2,2018-11-05 15:07:15,2018-11-05 15:36:49,44.973492,-93.40062,2.1199998855590816,Accident on US-169 Northbound between Cedar Lake Rd and I-394.,US-169 S,Minneapolis,Hennepin,MN,55426,US,US/Central,KMIC,2018-11-05 14:53:00,43.0,93.0,29.65,6.0,East,8.1,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1774.0,2018,11,15,Monday
A-5749104,Source1,2,2021-12-06 08:34:29,2021-12-06 10:03:40,42.676597,-73.69071,1.389,Incident on US-4 SB near JORDAN RD Road closed. Take alternate route.,N Greenbush Rd,Troy,Rensselaer,NY,12180,US,US/Eastern,KALB,2021-12-06 08:51:00,46.0,89.0,29.51,10.0,S,13.0,Cloudy,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day,5351.0,2021,12,8,Monday
A-694875,Source2,3,2022-02-28 05:25:48,2022-02-28 05:54:54,38.981365,-78.420425,0.0,Left hand shoulder closed right hand shoulder closed and right lane closed due to crash on I-81 Southbound before Exit 291 Mount Olive Rd.,I-81,Strasburg,Shenandoah,VA,22657,US,US/Eastern,KOKV,2022-02-28 05:35:00,36.0,60.0,29.37,10.0,W,5.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,1746.0,2022,2,5,Monday
A-2634518,Source2,2,2018-08-08 16:17:15,2018-08-08 16:47:05,31.776138,-106.267845,0.0,Accident on Pebble Hills Blvd Eastbound at TX-375 Loop.,Joe Battle Blvd,El Paso,El Paso,TX,79938-4659,US,US/Mountain,KELP,2018-08-08 15:51:00,98.1,16.0,29.72,10.0,Variable,5.8,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,1790.0,2018,8,16,Wednesday
A-3388117,Source2,3,2017-08-19 11:38:50,2017-08-19 12:08:00,40.427437,-79.89102199999998,0.0,Lane blocked due to accident on I-376 Parkway East Westbound at Exit 77 Braddock Ave.,Parkway East,Pittsburgh,Allegheny,PA,15218,US,US/Eastern,KAGC,2017-08-19 11:53:00,75.9,60.0,29.94,10.0,SSW,8.1,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,1750.0,2017,8,11,Saturday
A-3302712,Source2,3,2017-09-12 08:24:28,2017-09-12 09:09:02,32.705708,-96.827271,0.0,Right lane blocked due to accident on I-35E Northbound at I-35E Exits 422B 422B-A / Kiest Blvd.,US-77 N,Dallas,Dallas,TX,75224,US,US/Central,KRBD,2017-09-12 08:53:00,70.0,68.0,29.92,10.0,NW,12.7,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2674.0,2017,9,8,Tuesday
A-4545998,Source1,2,2022-10-31 21:41:00,2022-10-31 23:02:45,30.526561,-91.126183,0.466,Incident on CORLETT DR near MARIONETTE DR Drive with caution.,Corlett Dr,Baton Rouge,East Baton Rouge,LA,70811,US,US/Central,KBTR,2022-10-31 21:53:00,59.0,90.0,30.0,10.0,NNE,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,4905.0,2022,10,21,Monday
A-6002613,Source1,2,2021-12-10 16:01:59,2021-12-10 17:47:44,34.748071,-92.391566,3.651,Stationary traffic on I-430 S from Rodney Parham Rd/Exit 8 (I-430) to AR-5/Stagecoach Rd/Exit 1 (I-430) due to accident.,I-430 S,Little Rock,Pulaski,AR,72205,US,US/Central,KLIT,2021-12-10 16:08:00,74.0,79.0,29.39,9.0,S,8.0,Light Rain with Thunder,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,6345.0,2021,12,16,Friday
A-4846697,Source1,2,2022-02-18 10:30:30,2022-02-18 11:04:30,41.174805,-73.154719,1.126,Slow traffic on I-95 S - Governor John Davis Lodge Tpke from Surf Ave/Exit 30 (I-95) to Stratford Ave/Exit 29 (I-95) due to accident.,Governor John Davis Lodge Tpke,Stratford,Fairfield,CT,06615,US,US/Eastern,KBDR,2022-02-18 10:52:00,47.0,52.0,29.64,10.0,WNW,17.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2040.0,2022,2,10,Friday
